theta_deg,rate_Hz_per_0.02deg_bin
5.410000000000000142e+00,4.236905484692515744e-07
5.429999999999999716e+00,4.011560237038485388e-07
5.450000000000000178e+00,4.269340555617769379e-07
5.470000000000000639e+00,4.170910821182895726e-07
5.490000000000000213e+00,4.404182077392422640e-07
5.509999999999999787e+00,4.037552538724423963e-07
5.530000000000000249e+00,4.129356977443662529e-07
5.550000000000000711e+00,4.074889195686058068e-07
5.570000000000000284e+00,3.742669186304596649e-07
5.589999999999999858e+00,3.702919322657526527e-07
5.610000000000000320e+00,3.916489156536838314e-07
5.629999999999999893e+00,3.759810831854909181e-07
5.650000000000000355e+00,3.749289794607649444e-07
5.669999999999999929e+00,3.646251776750509851e-07
5.689999999999999503e+00,3.591954360185332940e-07
5.709999999999999964e+00,3.197058689986721622e-07
5.730000000000000426e+00,3.400699977740780420e-07
5.750000000000000000e+00,3.297833640907585274e-07
5.769999999999999574e+00,3.550016575401034827e-07
5.790000000000000036e+00,3.315870409301123502e-07
5.810000000000000497e+00,3.334597888869845745e-07
5.830000000000000071e+00,3.188083064856364704e-07
5.849999999999999645e+00,3.274850476497309248e-07
5.870000000000000107e+00,3.055527704381263321e-07
5.890000000000000568e+00,2.996583320688259357e-07
5.910000000000000142e+00,2.991074869315566402e-07
5.929999999999999716e+00,2.835086039061966537e-07
5.950000000000000178e+00,2.693695628012979148e-07
5.970000000000000639e+00,2.940565632300231262e-07
5.990000000000000213e+00,2.556657684260914670e-07
6.009999999999999787e+00,2.691899708837864355e-07
6.030000000000000249e+00,2.696140655157193639e-07
6.050000000000000711e+00,2.438590420820866315e-07
6.070000000000000284e+00,2.467136517887475243e-07
6.089999999999999858e+00,2.485950345646545308e-07
6.110000000000000320e+00,2.509613279032924667e-07
6.130000000000000782e+00,2.426700883902114459e-07
6.150000000000000355e+00,2.338978262847979393e-07
6.169999999999999929e+00,2.251310501509605698e-07
6.189999999999999503e+00,2.149135204406199420e-07
6.209999999999999964e+00,2.119599172832196439e-07
6.230000000000000426e+00,2.172324581792605370e-07
6.250000000000000000e+00,2.065413655987517849e-07
6.269999999999999574e+00,1.968227798944041456e-07
6.290000000000000036e+00,1.938743003049541577e-07
6.310000000000000497e+00,1.744948057760760005e-07
6.330000000000000071e+00,1.937836068005908026e-07
6.349999999999999645e+00,1.647493315677893966e-07
6.370000000000000107e+00,1.714727109046267372e-07
6.390000000000000568e+00,1.487350431823388621e-07
6.410000000000000142e+00,1.680118545012108973e-07
6.429999999999999716e+00,1.486651403865409375e-07
6.450000000000000178e+00,1.452505442127641894e-07
6.470000000000000639e+00,1.346019716751475991e-07
6.490000000000000213e+00,1.287832862650394425e-07
6.509999999999999787e+00,1.080157519840937995e-07
6.530000000000000249e+00,1.171496554767305569e-07
6.550000000000000711e+00,1.069994062818616559e-07
6.570000000000000284e+00,1.016717745422002019e-07
6.589999999999999858e+00,9.249537127084774942e-08
6.610000000000000320e+00,7.898678925566352133e-08
6.630000000000000782e+00,7.607757683417800322e-08
6.650000000000000355e+00,7.028263544673084840e-08
6.669999999999999929e+00,7.315307330168250375e-08
6.689999999999999503e+00,6.447354940640450623e-08
6.709999999999999964e+00,5.050761910777573008e-08
6.730000000000000426e+00,5.193917164798955278e-08
6.750000000000000000e+00,4.759889786384064041e-08
6.769999999999999574e+00,4.422145339201419818e-08
6.790000000000000036e+00,3.700201581508590608e-08
6.810000000000000497e+00,3.699319447585225857e-08
6.830000000000000071e+00,3.650290576771122228e-08
6.849999999999999645e+00,3.169237680875941040e-08
6.870000000000000107e+00,2.448343951977041841e-08
