ray,material,entry_mm,length_mm
0,Polyvinyltoluene,858.845729749,2.00101066685
0,Polyvinyltoluene,854.843708415,2.00101066685
0,LYSO,933.383377089,0.600303200055
0,LYSO,934.183781356,0.600303200055
0,Polyvinyltoluene,629.129705194,2.00101066685
0,Polyvinyltoluene,625.127683861,2.00101066685
0,Polyvinyltoluene,549.889682787,2.00101066685
0,Polyvinyltoluene,553.891704121,2.00101066685
0,Silicon,690.30060128,0.320161706696
0,Silicon,696.303633281,0.320161706696
0,Silicon,790.351134623,0.320161706696
0,Silicon,796.354166623,0.320161706696
0,Aluminum,1350.06444848,0.80040426674
0,Aluminum,1579.58037197,0.80040426674
0,FR4,1427.60661334,0.900454800083
0,FR4,1432.77522389,1.66684188549
0,Glue,1434.44206578,0.100050533342
0,Silicon,1434.54211631,0.300151600028
0,Glue,1434.84226791,0.200101066685
0,Aluminum,1437.39355651,3.20161706696
0,Glue,1440.59517358,0.200101066685
0,Silicon,1440.79527464,0.300151600028
0,Glue,1441.09542624,0.100050533342
0,FR4,1441.19547678,1.66684188549
0,FR4,1447.63072708,0.900454800083
0,FR4,1478.45229438,0.900454800083
0,FR4,1483.62090494,1.66684188549
0,Glue,1485.28774682,0.100050533343
0,Silicon,1485.38779735,0.300151600028
0,Glue,1485.68794895,0.200101066685
0,Aluminum,1488.23923755,3.20161706696
0,Glue,1491.44085462,0.200101066685
0,Silicon,1491.64095569,0.300151600027
0,Glue,1491.94110729,0.100050533342
0,FR4,1492.04115782,1.66684188549
0,FR4,1497.97615546,0.900454800083
0,Scintillator,231.405885631,20.0101066685
0,Scintillator,254.789278104,20.0101066685
0,Aluminum3003,230.905632964,0.500252666713
0,Aluminum3003,254.289025437,0.500252666713
0,Scintillator,1194.25734372,20.0101066685
0,Scintillator,1219.67017919,20.0101066685
0,Scintillator,1245.08301466,20.0101066685
0,Scintillator,1270.49585013,20.0101066685
0,Aluminum3003,1193.75709105,0.500252666713
0,Aluminum3003,1219.16992652,0.500252666713
0,Aluminum3003,1244.58276199,0.500252666713
0,Aluminum3003,1269.99559746,0.500252666713
0,Scintillator,1699.35403802,20.0101066685
0,Scintillator,1738.72329067,4.17715575821
0,Scintillator,1722.89033976,15.8329509103
0,Scintillator,1746.42664149,20.0101066685
0,Scintillator,1769.96294323,20.0101066685
0,Aluminum3003,1698.85378536,0.500252666713
0,Aluminum3003,1722.39008709,0.500252666713
0,Aluminum3003,1745.92638883,0.500252666713
0,Aluminum3003,1769.46269056,0.500252666713
1,Polyvinyltoluene,854.581090204,2.00039593244
1,Polyvinyltoluene,858.581882069,2.00039593244
1,LYSO,933.096630553,0.600118779733
1,LYSO,933.896788926,0.600118779733
1,Polyvinyltoluene,553.721541965,2.00039593244
1,Polyvinyltoluene,624.93563716,2.00039593244
1,Polyvinyltoluene,628.936429025,2.00039593244
1,Polyvinyltoluene,549.7207501,2.00039593244
1,Silicon,690.088532679,0.320063349191
1,Silicon,696.089720477,0.320063349191
1,Silicon,790.108329302,0.320063349191
1,Silicon,796.109517099,0.320063349191
1,Aluminum,1349.64969254,0.800158372977
1,Aluminum,1579.09510599,0.800158372977
1,FR4,1427.16803551,0.900178169599
1,FR4,1432.33505821,1.66632981172
1,Glue,1434.00138802,0.100019796622
1,Silicon,1434.10140781,0.300059389866
1,Glue,1434.4014672,0.200039593244
1,Aluminum,1436.95197202,3.20063349191
1,Glue,1440.15260551,0.200039593244
1,Silicon,1440.3526451,0.300059389866
1,Glue,1440.65270449,0.100019796622
1,FR4,1440.75272429,1.66632981172
1,FR4,1447.18599761,0.900178169599
1,FR4,1477.99809616,0.900178169599
1,FR4,1483.16511885,1.66632981172
1,Glue,1484.83144866,0.100019796622
1,Silicon,1484.93146846,0.300059389866
1,Glue,1485.23152785,0.200039593244
1,Aluminum,1487.78203266,3.20063349191
1,Glue,1490.98266615,0.200039593244
1,Silicon,1491.18270575,0.300059389866
1,Glue,1491.48276514,0.100019796622
1,FR4,1491.58278493,1.66632981172
1,FR4,1497.51595927,0.900178169599
1,Scintillator,231.334794975,20.0039593244
1,Scintillator,254.71100379,20.0039593244
1,Aluminum3003,230.834695992,0.500098983111
1,Aluminum3003,254.210904807,0.500098983111
1,Scintillator,1193.89045358,20.0039593244
1,Scintillator,1219.29548192,20.0039593244
1,Scintillator,1244.70051027,20.0039593244
1,Scintillator,1270.10553861,20.0039593244
1,Aluminum3003,1193.3903546,0.500098983111
1,Aluminum3003,1218.79538294,0.50009898311
1,Aluminum3003,1244.20041128,0.500098983111
1,Aluminum3003,1269.60543962,0.50009898311
1,Scintillator,1698.83197614,20.0039593244
1,Scintillator,1722.36104724,20.0039593244
1,Scintillator,1745.89011834,20.0039593244
1,Scintillator,1769.41918944,20.0039593244
1,Aluminum3003,1698.33187716,0.500098983111
1,Aluminum3003,1721.86094826,0.50009898311
1,Aluminum3003,1745.39001936,0.500098983111
1,Aluminum3003,1768.91909046,0.500098983111
2,Polyvinyltoluene,858.609824074,2.00046103406
2,Polyvinyltoluene,854.608902006,2.00046103406
2,LYSO,933.126997593,0.600138310219
2,LYSO,933.927182007,0.600138310219
2,Polyvinyltoluene,624.955975295,2.00046103406
2,Polyvinyltoluene,628.956897363,2.00046103406
2,Polyvinyltoluene,549.738640415,2.00046103406
2,Polyvinyltoluene,553.739562483,2.00046103406
2,Silicon,690.110991175,0.32007376545
2,Silicon,696.112374277,0.32007376545
2,Silicon,790.134042878,0.32007376545
2,Silicon,796.13542598,0.32007376545
2,Aluminum,1349.69361603,0.800184413626
2,Aluminum,1579.14649664,0.800184413626
2,FR4,1427.21448179,0.900207465329
2,FR4,1432.38167265,1.66638404138
2,Glue,1434.04805669,0.100023051703
2,Silicon,1434.14807974,0.30006915511
2,Glue,1434.44814889,0.200046103406
2,Aluminum,1436.99873671,3.2007376545
2,Glue,1440.19947437,0.200046103406
2,Silicon,1440.39952047,0.30006915511
2,Glue,1440.69958963,0.100023051703
2,FR4,1440.79961268,1.66638404138
2,FR4,1447.23309536,0.900207465329
2,FR4,1478.04619667,0.900207465329
2,FR4,1483.21338752,1.66638404138
2,Glue,1484.87977156,0.100023051703
2,Silicon,1484.97979461,0.300069155109
2,Glue,1485.27986377,0.200046103406
2,Aluminum,1487.83045159,3.2007376545
2,Glue,1491.03118924,0.200046103406
2,Silicon,1491.23123535,0.30006915511
2,Glue,1491.5313045,0.100023051703
2,FR4,1491.63132755,1.66638404138
2,FR4,1497.56469498,0.900207465329
2,Scintillator,231.34232362,20.0046103406
2,Scintillator,254.719293199,20.0046103406
2,Aluminum3003,230.842208362,0.500115258516
2,Aluminum3003,254.21917794,0.500115258516
2,Scintillator,1193.92930799,20.0046103406
2,Scintillator,1219.33516312,20.0046103406
2,Scintillator,1244.74101826,20.0046103406
2,Scintillator,1270.14687339,20.0046103406
2,Aluminum3003,1193.42919273,0.500115258516
2,Aluminum3003,1218.83504787,0.500115258516
2,Aluminum3003,1244.240903,0.500115258516
2,Aluminum3003,1269.64675813,0.500115258516
2,Scintillator,1698.88726355,20.0046103406
2,Scintillator,1722.41710039,20.0046103406
2,Scintillator,1745.94693723,20.0046103406
2,Scintillator,1783.2352444,6.24614001013
2,Scintillator,1769.47677407,13.7584703305
2,Aluminum3003,1698.38714829,0.500115258516
2,Aluminum3003,1721.91698513,0.500115258516
2,Aluminum3003,1745.44682197,0.500115258516
2,Aluminum3003,1768.97665881,0.500115258516
3,Polyvinyltoluene,860.374960367,2.00457359634
3,Polyvinyltoluene,856.365813174,2.00457359634
3,LYSO,935.04532683,0.601372078902
3,LYSO,935.847156269,0.601372078902
3,Polyvinyltoluene,630.249911507,2.00457359634
3,Polyvinyltoluene,626.240764314,2.00457359634
3,Polyvinyltoluene,554.877944284,2.00457359634
3,Polyvinyltoluene,550.868797091,2.00457359634
3,Silicon,691.529726347,0.320731775415
3,Silicon,697.543447136,0.320731775415
3,Silicon,791.758406164,0.320731775415
3,Silicon,797.772126953,0.320731775415
3,Aluminum,1352.46832594,0.801829438537
3,Aluminum,1582.39291744,0.801829438537
3,FR4,1430.14855966,0.902058118354
3,FR4,1435.32637326,1.66980980575
3,Glue,1436.99618306,0.100228679817
3,Silicon,1437.09641174,0.300686039451
3,Glue,1437.39709778,0.200457359634
3,Aluminum,1439.95292912,3.20731775415
3,Glue,1443.16024687,0.200457359634
3,Silicon,1443.36070423,0.300686039451
3,Glue,1443.66139027,0.100228679817
3,FR4,1443.76161895,1.66980980575
3,FR4,1450.20832764,0.902058118353
3,FR4,1481.08477474,0.902058118354
3,FR4,1486.26258834,1.66980980575
3,Glue,1487.93239815,0.100228679817
3,Silicon,1488.03262683,0.300686039451
3,Glue,1488.33331287,0.200457359634
3,Aluminum,1490.8891442,3.20731775415
3,Glue,1494.09646196,0.200457359634
3,Silicon,1494.29691932,0.300686039451
3,Glue,1494.59760536,0.100228679817
3,FR4,1494.69783403,1.66980980575
3,FR4,1500.64339932,0.902058118353
3,Scintillator,231.817918844,20.0457359634
3,Scintillator,255.242946966,20.0457359634
3,Aluminum3003,231.316775445,0.501143399085
3,Aluminum3003,254.741803567,0.501143399085
3,Scintillator,1196.38379651,20.0457359634
3,Scintillator,1221.84188118,20.0457359634
3,Scintillator,1247.29996585,20.0457359634
3,Scintillator,1272.75805053,20.0457359634
3,Aluminum3003,1195.88265311,0.501143399085
3,Aluminum3003,1221.34073778,0.501143399085
3,Aluminum3003,1246.79882246,0.501143399085
3,Aluminum3003,1272.25690713,0.501143399085
3,Scintillator,1702.37984829,20.0457359634
3,Scintillator,1725.95805794,20.0457359634
3,Scintillator,1749.53626759,20.0457359634
3,Scintillator,1773.11447724,20.0457359634
3,Aluminum3003,1701.87870489,0.501143399085
3,Aluminum3003,1725.45691454,0.501143399085
3,Aluminum3003,1749.03512419,0.501143399085
3,Aluminum3003,1772.61333384,0.501143399085
4,Polyvinyltoluene,855.731987774,2.0030899434
4,Polyvinyltoluene,859.738167661,2.0030899434
4,LYSO,934.353268052,0.600926983019
4,LYSO,935.15450403,0.600926983019
4,Polyvinyltoluene,625.777262272,2.0030899434
4,Polyvinyltoluene,629.783442159,2.0030899434
4,Polyvinyltoluene,554.467260287,2.0030899434
4,Polyvinyltoluene,550.461080401,2.0030899434
4,Silicon,691.017901729,0.320494390943
4,Silicon,697.027171559,0.320494390943
4,Silicon,791.172398898,0.320494390943
4,Silicon,797.181668729,0.320494390943
4,Aluminum,1351.46731824,0.801235977358
4,Aluminum,1581.22173474,0.801235977358
4,FR4,1429.09005818,0.901390474528
4,FR4,1434.2640395,1.66857392285
4,Glue,1435.93261342,0.10015449717
4,Silicon,1436.03276792,0.300463491509
4,Glue,1436.33323141,0.200308994339
4,Aluminum,1438.88717109,3.20494390943
4,Glue,1442.092115,0.20030899434
4,Silicon,1442.29242399,0.300463491509
4,Glue,1442.59288749,0.10015449717
4,FR4,1442.69304198,1.66857392285
4,FR4,1449.13497924,0.901390474528
4,FR4,1479.98857364,0.901390474528
4,FR4,1485.16255496,1.66857392285
4,Glue,1486.83112889,0.10015449717
4,Silicon,1486.93128338,0.300463491509
4,Glue,1487.23174687,0.20030899434
4,Aluminum,1489.78568655,3.20494390943
4,Glue,1492.99063046,0.200308994339
4,Silicon,1493.19093946,0.300463491509
4,Glue,1493.49140295,0.10015449717
4,FR4,1493.59155744,1.66857392285
4,FR4,1499.53272222,0.901390474528
4,Scintillator,231.646342535,20.030899434
4,Scintillator,255.054032999,20.030899434
4,Aluminum3003,231.145570049,0.500772485849
4,Aluminum3003,254.553260513,0.500772485849
4,Scintillator,1195.49831226,20.030899434
4,Scintillator,1220.93755454,20.030899434
4,Scintillator,1246.37679682,20.030899434
4,Scintillator,1271.8160391,20.030899434
4,Aluminum3003,1194.99753977,0.500772485849
4,Aluminum3003,1220.43678205,0.500772485849
4,Aluminum3003,1245.87602434,0.500772485849
4,Aluminum3003,1271.31526662,0.500772485849
4,Scintillator,1701.11985919,20.030899434
4,Scintillator,1724.68061781,20.030899434
4,Scintillator,1748.24137642,20.030899434
4,Scintillator,1771.80213504,20.030899434
4,Aluminum3003,1700.6190867,0.500772485849
4,Aluminum3003,1724.17984532,0.500772485849
4,Aluminum3003,1747.74060394,0.500772485849
4,Aluminum3003,1771.30136255,0.500772485849
5,Polyvinyltoluene,858.461400357,2.00011522406
5,Polyvinyltoluene,854.461169909,1.8900230111
5,LYSO,932.965692453,0.600034567219
5,LYSO,933.765738543,0.600034567219
5,Polyvinyltoluene,628.848172634,2.00011522406
5,Polyvinyltoluene,624.847942186,2.00011522406
5,Polyvinyltoluene,549.643609761,2.00011522406
5,Polyvinyltoluene,553.643840209,2.00011522406
5,Silicon,689.991695034,0.32001843585
5,Silicon,695.992040706,0.32001843585
5,Silicon,789.997456237,0.32001843585
5,Silicon,795.997801909,0.32001843585
5,Aluminum,1349.46030104,0.800046089626
5,Aluminum,1578.87351724,0.800046089626
5,FR4,1426.96776615,0.900051850829
5,FR4,1432.13406377,1.66609598165
5,Glue,1433.80015975,0.100005761203
5,Silicon,1433.90016551,0.300017283609
5,Glue,1434.2001828,0.200011522406
5,Aluminum,1436.75032971,3.2001843585
5,Glue,1439.95051407,0.200011522406
5,Silicon,1440.15052559,0.30001728361
5,Glue,1440.45054287,0.100005761203
5,FR4,1440.55054863,1.66609598165
5,FR4,1446.98291919,0.900051850829
5,FR4,1477.79069399,0.900051850829
5,FR4,1482.95699161,1.66609598165
5,Glue,1484.6230876,0.100005761203
5,Silicon,1484.72309336,0.30001728361
5,Glue,1485.02311064,0.200011522406
5,Aluminum,1487.57325755,3.2001843585
5,Glue,1490.77344191,0.200011522406
5,Silicon,1490.97345343,0.30001728361
5,Glue,1491.27347072,0.100005761203
5,FR4,1491.37347648,1.66609598165
5,FR4,1497.30581823,0.900051850829
5,Scintillator,231.302332594,20.0011522406
5,Scintillator,254.67526111,20.0011522406
5,Aluminum3003,230.802303788,0.500028806016
5,Aluminum3003,254.175232304,0.500028806016
5,Scintillator,1193.72291922,20.0011522406
5,Scintillator,1219.12438257,20.0011522406
5,Scintillator,1244.52584591,20.0011522406
5,Scintillator,1269.92730926,20.0011522406
5,Aluminum3003,1193.22289041,0.500028806016
5,Aluminum3003,1218.62435376,0.500028806016
5,Aluminum3003,1244.02581711,0.500028806016
5,Aluminum3003,1269.42728045,0.500028806016
5,Scintillator,1698.59358515,20.0011522406
5,Scintillator,1722.1193545,20.0011522406
5,Scintillator,1745.64512385,20.0011522406
5,Scintillator,1769.1708932,20.0011522406
5,Aluminum3003,1698.09355634,0.500028806016
5,Aluminum3003,1721.61932569,0.500028806016
5,Aluminum3003,1745.14509504,0.500028806016
5,Aluminum3003,1768.6708644,0.500028806016
6,Polyvinyltoluene,858.838233084,2.00099320049
6,Polyvinyltoluene,854.836246683,2.00099320049
6,LYSO,933.375229802,0.600297960148
6,LYSO,934.175627082,0.600297960148
6,Polyvinyltoluene,625.122227266,2.00099320049
6,Polyvinyltoluene,629.124213667,2.00099320049
6,Polyvinyltoluene,553.886869328,2.00099320049
6,Polyvinyltoluene,549.884882927,2.00099320049
6,Silicon,690.294575806,0.320158912079
6,Silicon,696.297555408,0.320158912079
6,Silicon,790.344235831,0.320158912079
6,Silicon,796.347215432,0.320158912079
6,Aluminum,1350.05266408,0.800397280197
6,Aluminum,1579.56658418,0.800397280197
6,FR4,1427.59415209,0.900446940222
6,FR4,1432.76271753,1.66682733601
6,Glue,1434.42954486,0.100049660025
6,Silicon,1434.52959452,0.300148980074
6,Glue,1434.8297435,0.200099320049
6,Aluminum,1437.38100983,3.20158912079
6,Glue,1440.58259896,0.200099320049
6,Silicon,1440.78269828,0.300148980074
6,Glue,1441.08284726,0.100049660024
6,FR4,1441.18289692,1.66682733601
6,FR4,1447.61809105,0.900446940222
6,FR4,1478.43938932,0.900446940222
6,FR4,1483.60795475,1.66682733601
6,Glue,1485.27478209,0.100049660025
6,Silicon,1485.37483175,0.300148980074
6,Glue,1485.67498073,0.200099320049
6,Aluminum,1488.22624706,3.20158912079
6,Glue,1491.42783618,0.200099320049
6,Silicon,1491.6279355,0.300148980074
6,Glue,1491.92808448,0.100049660025
6,FR4,1492.02813414,1.66682733601
6,FR4,1497.96307997,0.900446940222
6,Scintillator,231.403865743,20.0099320049
6,Scintillator,254.787054107,2.5221418103
6,Scintillator,257.309195917,17.4877901946
6,Aluminum3003,230.903617442,0.500248300123
6,Aluminum3003,254.286805807,0.500248300123
6,Scintillator,1194.24691932,20.0099320049
6,Scintillator,1219.65953297,20.0099320049
6,Scintillator,1245.07214662,20.0099320049
6,Scintillator,1270.48476026,20.0099320049
6,Aluminum3003,1193.74667102,0.500248300123
6,Aluminum3003,1219.15928467,0.500248300123
6,Aluminum3003,1244.57189832,0.500248300123
6,Aluminum3003,1269.98451196,0.500248300123
6,Scintillator,1699.33920476,20.0099320049
6,Scintillator,1722.87530105,20.0099320049
6,Scintillator,1746.41139734,20.0099320049
6,Scintillator,1769.94749363,20.0099320049
6,Aluminum3003,1698.83895646,0.500248300123
6,Aluminum3003,1722.37505275,0.500248300123
6,Aluminum3003,1745.91114904,0.500248300123
6,Aluminum3003,1769.44724533,0.500248300123
7,Polyvinyltoluene,858.201158674,0.238483705879
7,Polyvinyltoluene,860.444377711,2.00473533068
7,LYSO,935.120768779,0.601420599204
7,LYSO,935.922662911,0.601420599204
7,Polyvinyltoluene,627.624782836,0.67124358237
7,Polyvinyltoluene,630.300761749,2.00473533068
7,Polyvinyltoluene,550.913242654,2.00473533068
7,Polyvinyltoluene,554.922713315,0.17079355515
7,Silicon,691.585520808,0.320757652909
7,Silicon,697.5997268,0.320757652909
7,Silicon,791.822287342,0.320757652909
7,Silicon,797.836493334,0.320757652909
7,Aluminum,1352.57744669,0.801894132272
7,Aluminum,1582.52058912,0.801894132272
7,FR4,1430.26394786,0.902130898806
7,FR4,1435.44217921,1.66994453046
7,Glue,1437.11212374,0.100236766534
7,Silicon,1437.21236051,0.300710299602
7,Glue,1437.51307081,0.200473533068
7,Aluminum,1440.06910836,3.20757652909
7,Glue,1443.27668489,0.200473533068
7,Silicon,1443.47715842,0.300710299602
7,Glue,1443.77786872,0.100236766534
7,FR4,1443.87810549,1.66994453046
7,FR4,1450.32533431,0.902130898806
7,FR4,1481.20427261,0.902130898806
7,FR4,1486.38250397,1.66994453046
7,Glue,1488.0524485,0.100236766534
7,Silicon,1488.15268526,0.300710299602
7,Glue,1488.45339556,0.200473533068
7,Aluminum,1491.00943311,3.20757652909
7,Glue,1494.21700964,0.200473533068
7,Silicon,1494.41748317,0.300710299602
7,Glue,1494.71819347,0.100236766534
7,FR4,1494.81843024,1.66994453046
7,FR4,1500.76447523,0.902130898806
7,Scintillator,231.836622531,20.0473533068
7,Scintillator,255.263540647,20.0473533068
7,Aluminum3003,231.335438699,0.50118383267
7,Aluminum3003,254.762356814,0.50118383267
7,Scintillator,1196.48032394,20.0473533068
7,Scintillator,1221.94046264,20.0473533068
7,Scintillator,1247.40060134,20.0473533068
7,Scintillator,1272.86074004,20.0473533068
7,Aluminum3003,1195.97914011,0.50118383267
7,Aluminum3003,1221.43927881,0.50118383267
7,Aluminum3003,1246.89941751,0.50118383267
7,Aluminum3003,1272.35955621,0.50118383267
7,Scintillator,1702.51720083,20.0473533068
7,Scintillator,1726.09731283,20.0473533068
7,Scintillator,1749.67742483,20.0473533068
7,Scintillator,1773.25753684,20.0473533068
7,Aluminum3003,1702.016017,0.50118383267
7,Aluminum3003,1725.596129,0.50118383267
7,Aluminum3003,1749.176241,0.50118383267
7,Aluminum3003,1772.756353,0.50118383267
8,Polyvinyltoluene,855.541614599,2.00264431954
8,Polyvinyltoluene,859.546903238,2.00264431954
8,LYSO,934.145404141,0.600793295861
8,LYSO,934.946461869,0.600793295861
8,Polyvinyltoluene,625.638046717,2.00264431954
8,Polyvinyltoluene,629.643335356,2.00264431954
8,Polyvinyltoluene,554.343908941,2.00264431954
8,Polyvinyltoluene,550.338620302,2.00264431954
8,Silicon,690.864172204,0.320423091126
8,Silicon,696.872105163,0.320423091126
8,Silicon,790.996388181,0.320423091126
8,Silicon,797.004321139,0.320423091126
8,Aluminum,1351.1666597,0.801057727814
8,Aluminum,1580.86996315,0.801057727814
8,FR4,1428.77213105,0.901189943791
8,FR4,1433.94496133,1.66820271817
8,Glue,1435.61316405,0.100132215977
8,Silicon,1435.71329626,0.30039664793
8,Glue,1436.01369291,0.200264431954
8,Aluminum,1438.56706442,3.20423091126
8,Glue,1441.77129533,0.200264431954
8,Silicon,1441.97155976,0.30039664793
8,Glue,1442.27195641,0.100132215977
8,FR4,1442.37208863,1.66820271817
8,FR4,1448.81259276,0.901189943791
8,FR4,1479.65932321,0.901189943791
8,FR4,1484.83215349,1.66820271817
8,Glue,1486.50035621,0.100132215977
8,Silicon,1486.60048842,0.30039664793
8,Glue,1486.90088507,0.200264431954
8,Aluminum,1489.45425658,3.20423091126
8,Glue,1492.65848749,0.200264431954
8,Silicon,1492.85875192,0.30039664793
8,Glue,1493.15914857,0.100132215977
8,FR4,1493.25928078,1.66820271817
8,FR4,1499.19912384,0.901189943791
8,Scintillator,231.594808585,18.5770723154
8,Scintillator,250.1718809,1.44937087991
8,Scintillator,254.997291581,20.0264431954
8,Aluminum3003,231.094147505,0.500661079884
8,Aluminum3003,254.496630502,0.500661079884
8,Scintillator,1195.23235187,20.0264431954
8,Scintillator,1220.66593473,20.0264431954
8,Scintillator,1246.09951759,20.0264431954
8,Scintillator,1271.53310045,20.0264431954
8,Aluminum3003,1194.73169079,0.500661079884
8,Aluminum3003,1220.16527365,0.500661079884
8,Aluminum3003,1245.59885651,0.500661079884
8,Aluminum3003,1271.03243937,0.500661079884
8,Scintillator,1700.74141408,20.0264431954
8,Scintillator,1724.29693117,20.0264431954
8,Scintillator,1747.85244827,20.0264431954
8,Scintillator,1771.40796537,20.0264431954
8,Aluminum3003,1700.240753,0.500661079884
8,Aluminum3003,1723.79627009,0.500661079884
8,Aluminum3003,1747.35178719,0.500661079884
8,Aluminum3003,1770.90730429,0.500661079884
9,Polyvinyltoluene,854.88407806,2.00110516376
9,Polyvinyltoluene,858.886288387,2.00110516376
9,LYSO,933.427455737,0.600331549128
9,LYSO,934.227897803,0.600331549128
9,Polyvinyltoluene,629.159415587,2.00110516376
9,Polyvinyltoluene,625.15720526,2.00110516376
9,Polyvinyltoluene,549.915651102,2.00110516376
9,Polyvinyltoluene,553.91786143,2.00110516376
9,Silicon,690.333200443,0.320176826202
9,Silicon,696.336515935,0.320176826202
9,Silicon,790.388458631,0.320176826202
9,Silicon,796.391774123,0.320176826202
9,Aluminum,1350.12820472,0.800442065504
9,Aluminum,1579.65496701,0.800442065504
9,FR4,1427.67403148,0.900497323692
9,FR4,1432.84288611,1.66692060141
9,Glue,1434.50980672,0.100055258188
9,Silicon,1434.60986197,0.300165774564
9,Glue,1434.91002775,0.200110516376
9,Aluminum,1437.46143683,3.20176826202
9,Glue,1440.66320509,0.200110516376
9,Silicon,1440.86331561,0.300165774564
9,Glue,1441.16348139,0.100055258188
9,FR4,1441.26353664,1.66692060141
9,FR4,1447.69909085,0.900497323692
9,FR4,1478.52211369,0.900497323692
9,FR4,1483.69096833,1.66692060141
9,Glue,1485.35788893,0.100055258188
9,Silicon,1485.45794418,0.300165774564
9,Glue,1485.75810996,0.200110516376
9,Aluminum,1488.30951904,3.20176826202
9,Glue,1491.51128731,0.200110516376
9,Silicon,1491.71139782,0.300165774564
9,Glue,1492.0115636,0.100055258188
9,FR4,1492.11161885,1.66692060141
9,FR4,1498.04689677,0.900497323692
9,Scintillator,231.416813679,20.0110516376
9,Scintillator,254.801310423,20.0110516376
9,Aluminum3003,230.916537388,0.50027629094
9,Aluminum3003,254.301034132,0.50027629094
9,Scintillator,1194.31374203,20.0110516376
9,Scintillator,1219.72777761,20.0110516376
9,Scintillator,1245.1418132,20.0110516376
9,Scintillator,1270.55584877,20.0110516376
9,Aluminum3003,1193.81346574,0.50027629094
9,Aluminum3003,1219.22750132,0.50027629094
9,Aluminum3003,1244.6415369,0.50027629094
9,Aluminum3003,1270.05557248,0.50027629094
9,Scintillator,1699.43428932,20.0110516376
9,Scintillator,1722.97170255,20.0110516376
9,Scintillator,1746.50911578,20.0110516376
9,Scintillator,1770.046529,20.0110516376
9,Aluminum3003,1698.93401303,0.50027629094
9,Aluminum3003,1722.47142626,0.50027629094
9,Aluminum3003,1746.00883949,0.50027629094
9,Aluminum3003,1769.54625271,0.50027629094
10,Polyvinyltoluene,859.479082443,2.00248630497
10,Polyvinyltoluene,855.474109833,2.00248630497
10,LYSO,934.071697303,0.600745891491
10,LYSO,934.872691825,0.600745891491
10,Polyvinyltoluene,625.588682022,2.00248630497
10,Polyvinyltoluene,629.593654632,2.00248630497
10,Polyvinyltoluene,554.300169565,2.00248630497
10,Polyvinyltoluene,550.295196956,1.97079482204
10,Silicon,690.809660975,0.320397808795
10,Silicon,696.81711989,0.320397808795
10,Silicon,790.933976224,0.320397808795
10,Silicon,796.941435139,0.320397808795
10,Aluminum,1351.06004865,0.800994521987
10,Aluminum,1580.74522783,0.800994521987
10,FR4,1428.6593967,0.901118837236
10,FR4,1433.83181883,1.66807109204
10,Glue,1435.49988992,0.100124315248
10,Silicon,1435.60001423,0.300372945745
10,Glue,1435.90038718,0.200248630497
10,Aluminum,1438.45355722,3.20397808795
10,Glue,1441.6575353,0.200248630497
10,Silicon,1441.85778394,0.300372945745
10,Glue,1442.15815688,0.100124315248
10,FR4,1442.2582812,1.66807109204
10,FR4,1448.69827715,0.901118837236
10,FR4,1479.54257371,0.901118837236
10,FR4,1484.71499583,1.66807109204
10,Glue,1486.38306693,0.100124315248
10,Silicon,1486.48319124,0.300372945745
10,Glue,1486.78356419,0.200248630497
10,Aluminum,1489.33673423,3.20397808795
10,Glue,1492.54071231,0.200248630497
10,Silicon,1492.74096094,0.300372945745
10,Glue,1493.04133389,0.100124315248
10,FR4,1493.14145821,1.66807109204
10,FR4,1499.08083259,0.901118837236
10,Scintillator,231.576535069,20.0248630497
10,Scintillator,254.97717154,20.0248630497
10,Aluminum3003,231.075913493,0.500621576242
10,Aluminum3003,254.476549964,0.500621576242
10,Scintillator,1195.1380445,20.0248630497
10,Scintillator,1220.56962058,20.0248630497
10,Scintillator,1246.00119665,20.0248630497
10,Scintillator,1271.43277272,20.0248630497
10,Aluminum3003,1194.63742293,0.500621576242
10,Aluminum3003,1220.068999,0.500621576242
10,Aluminum3003,1245.50057507,0.500621576242
10,Aluminum3003,1270.93215115,0.500621576242
10,Scintillator,1700.60722055,20.0248630497
10,Scintillator,1724.16087904,20.0248630497
10,Scintillator,1747.71453754,20.0248630497
10,Scintillator,1771.26819603,20.0248630497
10,Aluminum3003,1700.10659897,0.500621576242
10,Aluminum3003,1723.66025746,0.500621576242
10,Aluminum3003,1747.21391596,0.500621576242
10,Aluminum3003,1770.76757446,0.500621576242
11,Polyvinyltoluene,862.452527938,2.00941408716
11,Polyvinyltoluene,858.433699764,2.00941408716
11,LYSO,937.303202685,0.602824226149
11,LYSO,938.10696832,0.602824226149
11,Polyvinyltoluene,633.356199941,0.425004878215
11,Polyvinyltoluene,627.752962558,2.00941408716
11,Polyvinyltoluene,552.19899288,2.00941408716
11,Polyvinyltoluene,556.217821055,1.23913735081
11,Silicon,693.199579377,0.321506253946
11,Silicon,699.227821638,0.321506253946
11,Silicon,793.670283735,0.321506253946
11,Silicon,799.698525996,0.321506253946
11,Aluminum,1355.73416289,0.803765634865
11,Aluminum,1586.21395869,0.803765634865
11,FR4,1433.60197289,0.904236339223
11,FR4,1438.79228948,1.67384193461
11,Glue,1440.46613141,0.100470704358
11,Silicon,1440.56660211,0.301412113074
11,Glue,1440.86801423,0.200941408716
11,Aluminum,1443.43001719,3.21506253946
