hcal_mask,S,Y,E,tracker_k,geometric_per_hour,no_roof_per_hour,concrete_per_hour,half_column_concrete_per_hour,double_column_concrete_per_hour,geometric_se_per_hour,no_roof_se_per_hour,concrete_se_per_hour,half_column_concrete_se_per_hour,double_column_concrete_se_per_hour
3,1,0,0,2,0.0,1.3322676295501878e-15,0.0,0.0,-2.220446049250313e-16,5.814492627002973e-16,6.500800384324988e-16,6.713997766802521e-16,6.713997766802521e-16,5.241112826866632e-16
3,1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,0,0,4,2.2203209349658426,3.1567430565729873,2.6775919283840324,2.6950529894849384,2.643229733236779,0.0003455009080878303,0.0004913365523089945,0.00041671967956830687,0.00041944964339196515,0.00041134605195689407
3,1,0,1,0,-1.6653345369377348e-16,-4.996003610813204e-16,7.216449660063518e-16,2.220446049250313e-16,-4.996003610813204e-16,5.100643314345708e-16,5.960298103993504e-16,2.7755575615628914e-16,4.893624750040534e-16,3.504558515449071e-16
3,1,0,1,1,-6.661338147750939e-16,1.5543122344752192e-15,-2.4424906541753444e-15,-4.440892098500626e-16,1.9984014443252818e-15,1.4608731925326084e-15,1.590151230943435e-15,9.45786402584173e-16,1.7999901200166977e-15,1.4018234061796284e-15
3,1,0,1,2,0.0,-4.440892098500626e-16,8.881784197001252e-16,2.220446049250313e-16,-6.661338147750939e-16,5.814492627002973e-16,8.049800534370683e-16,3.3569988834012605e-16,6.224042510065565e-16,4.672744687265428e-16
3,1,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,0,1,4,2.140963025208904,3.020891808290589,2.5673297296658335,2.5913886197565694,2.5204220549887175,0.00045539032371073206,0.0006427163683447525,0.0005461814897955337,0.0005512635036890488,0.000536276353167063
3,1,1,0,0,4.163336342344337e-16,-3.3306690738754696e-16,0.0,3.0531133177191805e-16,8.326672684688674e-17,2.0743861167727382e-16,4.728932012920865e-16,2.620556413433316e-16,1.5665838677988915e-16,3.8215247788597697e-16
3,1,1,0,1,-1.2212453270876722e-15,1.3322676295501878e-15,0.0,-9.992007221626409e-16,-1.1102230246251565e-16,5.551115123125783e-16,1.4918829367190876e-15,7.316409443162488e-16,4.2587272064718815e-16,8.46561306457725e-16
3,1,1,0,2,4.440892098500626e-16,-4.440892098500626e-16,0.0,2.220446049250313e-16,2.220446049250313e-16,2.9072463135014863e-16,5.566952858942009e-16,3.3569988834012605e-16,2.220446049250313e-16,4.0249002671853413e-16
3,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,1,0,4,1.5731995236238026,2.2362642089740348,1.8969306373863355,1.9094586429070224,1.87228426151045,0.0004721608942220928,0.0006712274987479737,0.0005693576837713277,0.0005731083050598985,0.000561978692751261
3,1,1,1,0,8.326672684688674e-17,3.3306690738754696e-16,3.608224830031759e-16,-1.3877787807814457e-16,4.440892098500626e-16,2.550321657172854e-16,5.799330951582699e-16,2.217966488399542e-16,3.4840868684095046e-16,3.560635012333049e-16
3,1,1,1,1,-3.3306690738754696e-16,-1.3322676295501878e-15,-9.992007221626409e-16,1.1102230246251565e-16,-1.1102230246251565e-15,6.9078970291204925e-16,1.6359988866132708e-15,6.152908259487467e-16,8.630409314449133e-16,8.842044471057237e-16
3,1,1,1,2,0.0,4.440892098500626e-16,4.440892098500626e-16,-2.220446049250313e-16,4.440892098500626e-16,3.3569988834012605e-16,6.500800384324988e-16,2.9072463135014863e-16,4.0249002671853413e-16,4.440892098500626e-16
3,1,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,1,1,4,1.5502073697818837,2.18695993699186,1.8586738511267125,1.8762333658337083,1.8244417663477144,0.000451611676261209,0.0006371839846415802,0.0005415152464170366,0.0005466307167675263,0.0005315444017107998
4,0,0,0,0,135750.20522078883,187197.0963533888,160245.60333257687,161310.34063307085,158155.4524328122,0.05451772524956633,0.2721457930122907,0.18600718385053056,0.10584533715632141,0.3678219292809308
4,0,0,0,1,39.50286195894081,55.27722104503218,47.079771245413355,47.607334726921636,46.052598016693764,0.10862368581069874,0.152156141029915,0.1295479255364577,0.1310122758429873,0.12670443257728314
4,0,0,0,2,209.831649325618,293.4856027417885,249.99996012365216,252.7994082746865,244.5487171561331,0.07641647332855282,0.1076291464668385,0.09156834042636805,0.09234779133599035,0.0900445734150525
4,0,0,0,3,22.472274148628557,31.451943714861017,26.784823736618648,27.088967196049822,26.192872894529003,0.023459603641840354,0.03301815969748049,0.028108628828324152,0.02830523930386155,0.027725712339609434
4,0,0,0,4,148.6422936348905,208.06816252853392,177.17352251130126,179.21996332305366,173.19268372660065,0.014131694208652127,0.019964968285256613,0.01697741455952154,0.017098041781970278,0.016739050064472814
4,0,0,1,0,5859.863351967297,8089.15595262336,6917.435199127756,6995.559616449654,6765.299219192737,2.530479145808601,3.5017486930701742,2.9921839596275146,3.0268711676205458,2.9246210185390504
4,0,0,1,1,4.518430269390663,6.314549752519532,5.377130557499125,5.447242195341509,5.241175364631697,0.006250063766468066,0.00872887226007704,0.007433348205607508,0.007533637876574208,0.007239010294920842
4,0,0,1,2,12.209168943720716,17.053824018415185,14.52368287026096,14.715314910244,14.152135314764937,0.006480682551818033,0.00904393280709889,0.007702842722608214,0.007808866410397897,0.007497558860620917
4,0,0,1,3,3.1355527293864878,4.3811110009249035,3.7307636878805503,3.7799276677051985,3.6354486215553976,0.005347811500013131,0.00747735751414026,0.0063664769437177336,0.0064489492512763095,0.006206580694821413
4,0,0,1,4,30.95803724747608,43.24085729523266,36.8236680781888,37.31567421679482,35.8700854143231,0.0025592501999660983,0.0035780309535767833,0.0030466307411325297,0.003085866875629217,0.0029704807181569997
4,0,1,0,0,91.56060199203594,127.81858166398158,108.9510458580196,110.16149150782073,106.59195796090863,0.02742112753762395,0.038450807309998836,0.032728870634987015,0.03309120917135743,0.03202383472778204
4,0,1,0,1,5.765096116546623,8.05830356681216,6.865049925345174,6.944442376361868,6.710514224090144,0.013821460021190092,0.019353847608157417,0.016478322172552122,0.01666968384482119,0.01610628429309068
4,0,1,0,2,30.140155465062975,42.15163185609075,35.90237019705045,36.3219159617284,35.08609709552451,0.009019909699950944,0.012626339636999603,0.010750379440173817,0.010877843119158648,0.0105026962675908
4,0,1,0,3,2.355951338432316,3.294372738097696,2.8054531029266006,2.8400912001459577,2.738175433936471,0.0034440301722245244,0.004812102289676855,0.004098010326509716,0.004151261625735646,0.003994740156484199
4,0,1,0,4,20.552842937951713,28.717945425223625,24.45627378167157,24.77394290204392,23.840094583329083,0.0021622489773274133,0.0030195479700557267,0.002571839675928551,0.002605501981265584,0.0025065485106564728
4,0,1,1,0,4.30963356562678,6.015275091138406,5.123999371036407,5.1918170946527065,4.992490384658573,0.003424992854455166,0.004781029913316517,0.004072512734270909,0.004126351019880933,0.003968115157629836
