theta_deg,rate_Hz_per_0.02deg_bin
6.709999999999999964e+00,4.291455522742235546e-08
6.730000000000000426e+00,4.629254906676955071e-08
6.750000000000000000e+00,3.950802644092083727e-08
6.769999999999999574e+00,3.780441240775319499e-08
6.790000000000000036e+00,3.271785168244733619e-08
6.810000000000000497e+00,3.101832228602887517e-08
6.830000000000000071e+00,2.988227859073841136e-08
6.849999999999999645e+00,3.043858638028182007e-08
6.870000000000000107e+00,2.479561446871714131e-08
6.890000000000000568e+00,2.140890327784637665e-08
6.910000000000000142e+00,2.759900591067191177e-08
6.929999999999999716e+00,2.533874004318061729e-08
6.950000000000000178e+00,2.420683165874945966e-08
6.970000000000000639e+00,2.082389690524097362e-08
6.990000000000000213e+00,2.475636333288784929e-08
7.009999999999999787e+00,1.799995466399682437e-08
