ray,material,entry_mm,length_mm,path
6,Aluminum3003,1247.37038426,0.501373134966,World/hcal_above_ecal/hcal_above_ecal_cover_3_placement
6,Aluminum3003,1272.84013952,0.501373134966,World/hcal_above_ecal/hcal_above_ecal_cover_4_placement
6,Scintillator,1703.16025911,20.0549253986,World/hcal_below_ecal/hcal_below_ecal_layer1_strip3
6,Scintillator,1726.74927757,20.0549253986,World/hcal_below_ecal/hcal_below_ecal_layer2_strip6
6,Scintillator,1750.33829602,20.0549253986,World/hcal_below_ecal/hcal_below_ecal_layer3_strip3
6,Scintillator,1773.92731447,20.0549253986,World/hcal_below_ecal/hcal_below_ecal_layer4_strip6
6,Aluminum3003,1702.65888598,0.501373134966,World/hcal_below_ecal/hcal_below_ecal_cover_1_placement
6,Aluminum3003,1726.24790443,0.501373134966,World/hcal_below_ecal/hcal_below_ecal_cover_2_placement
6,Aluminum3003,1749.83692288,0.501373134966,World/hcal_below_ecal/hcal_below_ecal_cover_3_placement
6,Aluminum3003,1773.42594134,0.501373134966,World/hcal_below_ecal/hcal_below_ecal_cover_4_placement
7,Polyvinyltoluene,855.731987774,2.0030899434,World/native_target/trigger_pad3_bar_volume_10
7,Polyvinyltoluene,859.738167661,2.0030899434,World/native_target/trigger_pad3_bar_volume_11
7,LYSO,934.353268052,0.600926983019,World/native_target/lvTarget_3/lvTargetArray1_phys/target_0
7,LYSO,935.15450403,0.600926983019,World/native_target/lvTarget_3/lvTargetArray2_phys/target_0
7,Polyvinyltoluene,625.777262272,2.0030899434,World/native_trig_scint/trigger_pad2_bar_volume_12
7,Polyvinyltoluene,629.783442159,2.0030899434,World/native_trig_scint/trigger_pad2_bar_volume_13
7,Polyvinyltoluene,554.467260287,2.0030899434,World/native_trig_scint/trigger_pad1_bar_volume_13
7,Polyvinyltoluene,550.461080401,2.0030899434,World/native_trig_scint/trigger_pad1_bar_volume_14
7,Silicon,691.017901729,0.320494390943,World/native_recoil/recoil_l14_sensor_vol_10/recoil_l14_active_sensor
7,Silicon,697.027171559,0.320494390943,World/native_recoil/recoil_l14_sensor_vol_20/recoil_l14_active_sensor
7,Silicon,791.172398898,0.320494390943,World/native_recoil/recoil_l14_sensor_vol_30/recoil_l14_active_sensor
7,Silicon,797.181668729,0.320494390943,World/native_recoil/recoil_l14_sensor_vol_40/recoil_l14_active_sensor
7,Scintillator,231.646342535,20.030899434,World/hcal_top/hcal_top_layer1_strip6
7,Scintillator,255.054032999,20.030899434,World/hcal_top/hcal_top_layer2_strip4
7,Aluminum3003,231.145570049,0.500772485849,World/hcal_top/hcal_top_cover_1_placement
7,Aluminum3003,254.553260513,0.500772485849,World/hcal_top/hcal_top_cover_2_placement
7,Scintillator,1195.49831226,20.030899434,World/hcal_above_ecal/hcal_above_ecal_layer1_strip3
7,Scintillator,1220.93755454,20.030899434,World/hcal_above_ecal/hcal_above_ecal_layer2_strip3
7,Scintillator,1246.37679682,20.030899434,World/hcal_above_ecal/hcal_above_ecal_layer3_strip3
7,Scintillator,1271.8160391,20.030899434,World/hcal_above_ecal/hcal_above_ecal_layer4_strip3
7,Aluminum3003,1194.99753977,0.500772485849,World/hcal_above_ecal/hcal_above_ecal_cover_1_placement
7,Aluminum3003,1220.43678205,0.500772485849,World/hcal_above_ecal/hcal_above_ecal_cover_2_placement
7,Aluminum3003,1245.87602434,0.500772485849,World/hcal_above_ecal/hcal_above_ecal_cover_3_placement
7,Aluminum3003,1271.31526662,0.500772485849,World/hcal_above_ecal/hcal_above_ecal_cover_4_placement
7,Scintillator,1701.11985919,20.030899434,World/hcal_below_ecal/hcal_below_ecal_layer1_strip5
7,Scintillator,1724.68061781,20.030899434,World/hcal_below_ecal/hcal_below_ecal_layer2_strip5
7,Scintillator,1748.24137642,20.030899434,World/hcal_below_ecal/hcal_below_ecal_layer3_strip5
7,Scintillator,1771.80213504,20.030899434,World/hcal_below_ecal/hcal_below_ecal_layer4_strip5
7,Aluminum3003,1700.6190867,0.500772485849,World/hcal_below_ecal/hcal_below_ecal_cover_1_placement
7,Aluminum3003,1724.17984532,0.500772485849,World/hcal_below_ecal/hcal_below_ecal_cover_2_placement
7,Aluminum3003,1747.74060394,0.500772485849,World/hcal_below_ecal/hcal_below_ecal_cover_3_placement
7,Aluminum3003,1771.30136255,0.500772485849,World/hcal_below_ecal/hcal_below_ecal_cover_4_placement
8,Polyvinyltoluene,858.461400357,2.00011522406,World/native_target/trigger_pad3_bar_volume_21
8,Polyvinyltoluene,854.461169909,1.8900230111,World/native_target/trigger_pad3_bar_volume_22
8,LYSO,932.965692453,0.600034567219,World/native_target/lvTarget_3/lvTargetArray1_phys/target_0
8,LYSO,933.765738543,0.600034567219,World/native_target/lvTarget_3/lvTargetArray2_phys/target_0
8,Polyvinyltoluene,628.848172634,2.00011522406,World/native_trig_scint/trigger_pad2_bar_volume_21
8,Polyvinyltoluene,624.847942186,2.00011522406,World/native_trig_scint/trigger_pad2_bar_volume_22
8,Polyvinyltoluene,549.643609761,2.00011522406,World/native_trig_scint/trigger_pad1_bar_volume_22
8,Polyvinyltoluene,553.643840209,2.00011522406,World/native_trig_scint/trigger_pad1_bar_volume_23
8,Silicon,689.991695034,0.32001843585,World/native_recoil/recoil_l14_sensor_vol_10/recoil_l14_active_sensor
8,Silicon,695.992040706,0.32001843585,World/native_recoil/recoil_l14_sensor_vol_20/recoil_l14_active_sensor
