World/native_trig_scint/trigger_pad1_bar_volume_7	0.0	0.0	200.0
World/native_trig_scint/trigger_pad2_bar_volume_8	0.0	0.0	200.0
World/native_trig_scint/trigger_pad2_bar_volume_9	0.0	0.0	200.0
World/native_trig_scint/trigger_pad1_bar_volume_8	0.0	0.0	200.0
World/native_trig_scint/trigger_pad1_bar_volume_9	0.0	0.0	200.0
World/native_trig_scint/trigger_pad2_bar_volume_10	0.0	0.0	200.0
World/native_trig_scint/trigger_pad2_bar_volume_11	0.0	0.0	200.0
World/native_trig_scint/trigger_pad1_bar_volume_10	0.0	0.0	200.0
World/native_trig_scint/trigger_pad1_bar_volume_11	0.0	0.0	200.0
World/native_trig_scint/trigger_pad2_bar_volume_12	0.0	0.0	200.0
World/native_trig_scint/trigger_pad2_bar_volume_13	0.0	0.0	200.0
World/native_trig_scint/trigger_pad1_bar_volume_12	0.0	0.0	200.0
World/native_trig_scint/trigger_pad1_bar_volume_13	0.0	0.0	200.0
World/native_trig_scint/trigger_pad2_bar_volume_14	0.0	0.0	200.0
World/native_trig_scint/trigger_pad2_bar_volume_15	0.0	0.0	200.0
World/native_trig_scint/trigger_pad1_bar_volume_14	0.0	0.0	200.0
World/native_trig_scint/trigger_pad1_bar_volume_15	0.0	0.0	200.0
World/native_trig_scint/trigger_pad2_bar_volume_16	0.0	0.0	200.0
World/native_trig_scint/trigger_pad2_bar_volume_17	0.0	0.0	200.0
World/native_trig_scint/trigger_pad1_bar_volume_16	0.0	0.0	200.0
World/native_trig_scint/trigger_pad1_bar_volume_17	0.0	0.0	200.0
World/native_trig_scint/trigger_pad2_bar_volume_18	0.0	0.0	200.0
World/native_trig_scint/trigger_pad2_bar_volume_19	0.0	0.0	200.0
World/native_trig_scint/trigger_pad1_bar_volume_18	0.0	0.0	200.0
World/native_trig_scint/trigger_pad1_bar_volume_19	0.0	0.0	200.0
World/native_trig_scint/trigger_pad2_bar_volume_20	0.0	0.0	200.0
World/native_trig_scint/trigger_pad2_bar_volume_21	0.0	0.0	200.0
World/native_trig_scint/trigger_pad1_bar_volume_20	0.0	0.0	200.0
World/native_trig_scint/trigger_pad1_bar_volume_21	0.0	0.0	200.0
World/native_trig_scint/trigger_pad2_bar_volume_22	0.0	0.0	200.0
World/native_trig_scint/trigger_pad2_bar_volume_23	0.0	0.0	200.0
World/native_trig_scint/trigger_pad1_bar_volume_22	0.0	0.0	200.0
World/native_trig_scint/trigger_pad1_bar_volume_23	0.0	0.0	200.0
World/native_recoil/recoil_l14_sensor_vol_10/recoil_l14_active_sensor	0.0	0.0	200.0
World/native_recoil/recoil_l14_sensor_vol_20/recoil_l14_active_sensor	0.0	0.0	200.0
World/native_recoil/recoil_l14_sensor_vol_30/recoil_l14_active_sensor	0.0	0.0	200.0
World/native_recoil/recoil_l14_sensor_vol_40/recoil_l14_active_sensor	0.0	0.0	200.0
World/native_ecal/Si_volume_0	46.55962243000067	-46.07628913609999	0.0
World/native_ecal/Si_volume_7	46.55962243000067	-46.07628913609999	0.0
World/native_ecal/Si_volume_14	46.55962243000067	-46.07628913609999	0.0
World/native_ecal/Si_volume_21	46.55962243000067	-46.07628913609999	0.0
