theta_deg,rate_Hz_per_0.02deg_bin
5.330000000000000071e+00,2.637965172096351863e-07
5.349999999999999645e+00,2.319980284534336835e-07
5.370000000000000107e+00,2.075353850293221420e-07
5.390000000000000568e+00,1.742950756074684393e-07
5.410000000000000142e+00,1.503419470220318334e-07
5.429999999999999716e+00,1.488475249992807446e-07
5.450000000000000178e+00,1.229573471088037067e-07
5.470000000000000639e+00,1.078096175304194010e-07
5.490000000000000213e+00,9.949708592713828059e-08
5.509999999999999787e+00,8.728526108806729688e-08
5.530000000000000249e+00,6.581621358599518418e-08
5.550000000000000711e+00,6.336588869180938564e-08
5.570000000000000284e+00,4.385916446261715744e-08
5.589999999999999858e+00,4.043933771205992188e-08
5.610000000000000320e+00,3.458637472307114077e-08
5.629999999999999893e+00,3.214366543661102290e-08
5.650000000000000355e+00,2.239830696088758700e-08
5.669999999999999929e+00,1.119692589535930217e-08
5.689999999999999503e+00,9.247375409928350024e-09
5.709999999999999964e+00,8.272350127074928713e-09
5.730000000000000426e+00,5.838128879068793108e-09
5.750000000000000000e+00,1.459166180577263686e-09
5.769999999999999574e+00,3.404151726393407463e-09
5.790000000000000036e+00,9.724803867090052880e-10
